Date of Final Decision,Submission Number ,Device,Company,Panel (lead),Primary Product Code,product_code,medical_specialty_description,device_class,device_name,definition
2024-05-03,K233687,ECHELON Synergy V10.0,Fujifilm Healthcare Americas Corporation,Radiology,LNH,LNH,Radiology,2,"System, Nuclear Magnetic Resonance Imaging",
2024-05-03,K232491,CT 5300,"Philips Healthcare (Suzhou) Co., Ltd.",Radiology,JAK,JAK,Radiology,2,"System, X-Ray, Tomography, Computed",
2024-05-03,K232416,AUTION EYE AI-4510 Urine Particle Analysis System,Arkray Inc.,Hematology,LKM,LKM,Hematology,2,"Counter, Urine Particle",
2024-04-30,K232923,Ethos Treatment Management (3.0); Ethos Treatment Planning (2.0),Varian Medical Systems Inc.,Radiology,IYE,IYE,Radiology,2,"Accelerator, Linear, Medical",
2024-04-29,K240062,ARVIS® Shoulder,"Insight Medical Systems, Inc.",Neurology,OLO,OLO,Neurology,2,Orthopedic Stereotaxic Instrument,Stereotaxic guidance during orthopedic surgery procedures.  Indicated for Orthopedic joint or spine surgery. Neurological stereotaxic instruments are classified under product code HAW.
2024-04-26,K232799,syngo.via RT Image Suite,"Siemens Medical Solutions USA, Inc.",Radiology,MUJ,MUJ,Radiology,2,"System, Planning, Radiation Therapy Treatment",
2024-04-26,K240406,Sonio Detect,Sonio,Radiology,IYN,IYN,Radiology,2,"System, Imaging, Pulsed Doppler, Ultrasonic",
2024-04-26,K233673,uMR Jupiter,"Shanghai United Imaging Healthcare Co., Ltd",Radiology,LNH,LNH,Radiology,2,"System, Nuclear Magnetic Resonance Imaging",
2024-04-25,K232331,InVision Precision LVEF (LVEF),InVision Medical Technology Corporation,Radiology,QIH,QIH,Radiology,2,Automated Radiological Image Processing Software,"To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices, the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code."
2024-04-24,K240850,EPIQ Series Diagnostic Ultrasound Systems; Affiniti Series Diagnostic Ultrasound Systems,Philips Ultrasound LLC,Radiology,IYN,IYN,Radiology,2,"System, Imaging, Pulsed Doppler, Ultrasonic",
2024-04-23,K240058,AEYE-DS,AEYE Health Inc.,Ophthalmic,PIB,PIB,Ophthalmic,2,Diabetic Retinopathy Detection Device,A retinal diagnostic software device is a prescription software device that incorporates an adaptive algorithm to evaluate ophthalmic images for diagnostic screening to identify retinal diseases or conditions.
2024-04-22,K234068,ART-Plan (v.2.2.0),Therapanacea SAS,Radiology,MUJ,MUJ,Radiology,2,"System, Planning, Radiation Therapy Treatment",
2024-04-22,K233582,Rapid,iSchema View Inc.,Radiology,LLZ,LLZ,Radiology,2,"System, Image Processing, Radiological",
2024-04-19,K240781,SKOUT® system,"Iterative Scopes, Inc.",Gastroenterology-Urology,QNP,QNP,"Gastroenterology, Urology",2,Gastrointesinal Lesion Software Detection System,A gastrointestinal lesion software detection system is a computer-assisted detection device used in conjunction with endoscopy for the detection of abnormal lesions in the gastrointestinal tract. This device with advanced software algorithms brings attention to images to aid in the detection of lesions. The device may contain hardware to support interfacing with an endoscope.
2024-04-17,K233186,uOmnispace.MR,"Shanghai United Imaging Healthcare Co., Ltd.",Radiology,QIH,QIH,Radiology,2,Automated Radiological Image Processing Software,"To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices, the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code."
2024-04-15,K240773,VisAble.IO,Techsomed,Radiology,QTZ,QTZ,Radiology,2,Radiological Image Processing Software For Ablation Therapy Planning And Evaluation,"To provide radiological image processing tools for planning, monitoring, and evaluating ablation therapy."
2024-04-12,K240238,"Vantage Fortian/Orian 1.5T, MRT-1550, V9.0 with AiCE Reconstruction Processing Unit for MR",Canon Medical Systems Corporation,Radiology,LNH,LNH,Radiology,2,"System, Nuclear Magnetic Resonance Imaging",
2024-04-11,K233698,True Enhance DL,GE Healthcare Japan Corporation,Radiology,JAK,JAK,Radiology,2,"System, X-Ray, Tomography, Computed",
2024-04-10,K240744,uMR 680,"Shanghai United Imaging Healthcare Co., Ltd.",Radiology,LNH,LNH,Radiology,2,"System, Nuclear Magnetic Resonance Imaging",
2024-04-09,DEN230023,Rho,16 Bit Inc,Radiology,SAO,SAO,Radiology,2,Radiology Software For Opportunistic Evaluation Of Low Bone Mineral Density,This device is software which opportunistically assesses radiological images to estimate bone mineral density (BMD) intended to assist in a healthcare professional's decision to evaluate patients for possible low BMD within a bone health screening program. The software employs an algorithm that estimates  BMD using eligible radiological image data obtained for other clinical purposes.
2024-04-08,K240291,EFAI CARDIOSUITE CTA ACUTE AORTIC SYNDROME ASSESSMENT SYSTEM,"Ever Fortune.AI, Co., Ltd.",Radiology,QAS,QAS,Radiology,2,Radiological Computer-Assisted Triage And Notification Software,Radiological computer-assisted triage and notification software is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems.   The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification .
2024-04-05,K233666,CorVista System with PH Add-On,"Analytics for Life, Inc.",Cardiovascular,SAT,SAT,Cardiovascular,2,Pulmonary Hypertension Machine Learning-Based Notification Software,Pulmonary hypertension machine learning-based notification software employs machine learning techniques to suggest the likelihood of pulmonary hypertension for further referral or diagnostic follow-up.
2024-04-05,K233249,APPRAISE-HRI,"The Surgeon General, Department of the Army (TSG-DA)",Cardiovascular,SAR,SAR,Cardiovascular,2,Adjunctive Hemodynamic Indicator With Decision Point For Military Use,An adjunctive hemodynamic indicator with decision point is a device that identifies and monitors hemodynamic condition(s) of interest and provides notifications at a clinically meaningful decision point. This device is intended to be used adjunctively along with other monitoring and patient information. The device is intended for use by the Military.
2024-04-04,K240172,Preview Shoulder,Genesis Software Innovations,Radiology,QIH,QIH,Radiology,2,Automated Radiological Image Processing Software,"To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices, the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code."
2024-04-03,K232899,AI-Rad Companion Organs RT,Siemens Medical Solutions U.S.A.,Radiology,QKB,QKB,Radiology,2,Radiological Image Processing Software For Radiation Therapy,"To provide semi-automatic or fully-automated radiological image processing and analysis tools for radiation therapy. Software implementing artificial intelligence (AI) including nonadaptive machine learning algorithms trained with clinical and/or artificial radiological images. In these devices, the algorithm training images  typically impact device performance. AI based radiological image processing software  is intended to be used in the workflow of radiation therapy.  Adaptive AI algorithms are not within the scope of this product code. Primary radiation dose calculation or plan optimization for treatment planning are not within scope of this product code."
